test_id,model,datasetSize,queryName,queryType,queryTime,numEntities
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentCoverage,spatial,350,19
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentAggregate,semantic,27,799
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentAggregate,spatial,546,0
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentAggregate,edgesDirection,65,100
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,MaintenanceOwners,edgesDirection,383,214
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentOutlier,edgesDirection,1705,8
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,AgentOutlier,semantic,789,100
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,AgentHistory,semantic,19,1
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,AgentHistory,spatial,8302,1
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,AgentHistory,edgesDirection,20,1
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentCoverage,semantic,8,20
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentCoverage,spatial,423,19
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentAggregate,semantic,34,799
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentAggregate,spatial,720,0
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentAggregate,edgesDirection,69,100
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,MaintenanceOwners,edgesDirection,377,214
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,EnvironmentOutlier,edgesDirection,1980,8
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,AgentOutlier,semantic,1391,100
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,AgentHistory,semantic,26,1
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,AgentHistory,spatial,7730,1
c308cf3a-8827-44e6-a31c-1785254b05d8,dtgraph,small,AgentHistory,edgesDirection,24,1
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentCoverage,semantic,9,20
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentCoverage,spatial,471,19
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentAggregate,semantic,35,799
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentAggregate,spatial,764,0
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentAggregate,edgesDirection,70,100
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,MaintenanceOwners,edgesDirection,389,214
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,EnvironmentOutlier,edgesDirection,1677,8
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,AgentOutlier,semantic,970,100
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,AgentHistory,semantic,22,1
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,AgentHistory,spatial,11491,1
d0fc3ee8-f272-40b3-97c6-0ddcf87cc1e1,dtgraph,small,AgentHistory,edgesDirection,20,1
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentCoverage,semantic,11,20
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentCoverage,spatial,360,19
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentAggregate,semantic,28,799
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentAggregate,spatial,781,0
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentAggregate,edgesDirection,68,100
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,MaintenanceOwners,edgesDirection,446,214
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,EnvironmentOutlier,edgesDirection,1696,8
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,AgentOutlier,semantic,983,100
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,AgentHistory,semantic,21,1
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,AgentHistory,spatial,9110,1
ae38399c-38a7-42c0-afa1-c0909d2cee97,dtgraph,small,AgentHistory,edgesDirection,22,1
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentCoverage,semantic,10,20
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentCoverage,spatial,440,19
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentAggregate,semantic,54,799
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentAggregate,spatial,838,0
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentAggregate,edgesDirection,80,100
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,MaintenanceOwners,edgesDirection,567,214
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,EnvironmentOutlier,edgesDirection,1741,8
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,AgentOutlier,semantic,1007,100
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,AgentHistory,semantic,21,1
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,AgentHistory,spatial,4583,1
8cb943cf-b742-4bed-b1c9-106ea632cc68,dtgraph,small,AgentHistory,edgesDirection,24,1
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentCoverage,semantic,8,20
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentCoverage,spatial,351,19
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentAggregate,semantic,32,799
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentAggregate,spatial,622,0
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentAggregate,edgesDirection,68,100
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,MaintenanceOwners,edgesDirection,388,214
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,EnvironmentOutlier,edgesDirection,1309,8
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,AgentOutlier,semantic,780,100
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,AgentHistory,semantic,21,1
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,AgentHistory,spatial,8687,1
1a74224b-c169-4066-87a8-212019ade318,dtgraph,small,AgentHistory,edgesDirection,19,1
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentCoverage,semantic,12,20
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentCoverage,spatial,422,19
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentAggregate,semantic,38,799
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentAggregate,spatial,683,0
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentAggregate,edgesDirection,72,100
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,MaintenanceOwners,edgesDirection,360,214
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,EnvironmentOutlier,edgesDirection,1311,8
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,AgentOutlier,semantic,835,100
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,AgentHistory,semantic,20,1
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,AgentHistory,spatial,7613,1
30c2bbe1-7cd4-4212-803a-78faf5d38176,dtgraph,small,AgentHistory,edgesDirection,19,1
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentCoverage,semantic,8,20
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentCoverage,spatial,330,19
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentAggregate,semantic,39,799
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentAggregate,spatial,557,0
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentAggregate,edgesDirection,74,100
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,MaintenanceOwners,edgesDirection,363,214
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,EnvironmentOutlier,edgesDirection,1165,8
8b5735c4-45d7-427f-be65-90634ce1c40f,dtgraph,small,AgentOutlier,semantic,751,100
